kategori,keluhan,urgensi
JARINGAN_IT,"sinyal di prodi akuntansi hilang timbul, kls online jadi terganggu",RENDAH
JARINGAN_IT,"jaringan di gedung d bgt buruk, susah akses internet",RENDAH
LAINNYA,"keamanan area kampus malam gaada satpam, mhs tidak merasa aman",RENDAH
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet gedung fh lemot parah,SEDANG
JARINGAN_IT,"sinyal di fakultas hukum gabisa untuk data seluler, gabisa upload tugas",RENDAH
JARINGAN_IT,zoom kls online sering lag soalnya wifi gedung c kurang untuk semua mhs,RENDAH
KEUANGAN,"informasi beasiswa hanya untuk yang punya koneksi, prosesnya tidak adil",TINGGI
FASILITAS,"ac di ruang kls lantai 2 udah lama nda diperbaiki, tidak berfungsi",RENDAH
JARINGAN_IT,"jangkauan wifi gedung a lantai 1 tidak sampai ke semua ruangan, terpaksa pakai kuota sendiri",RENDAH
AKADEMIK,"informasi prosedur skripsi mendadak bgt, mhs jadi bingung",TINGGI
KEUANGAN,"informasi beasiswa informasinya tidak transparan, mhs kurang mampu jadi dirugikan",TINGGI
LAINNYA,"kebersihan taman kampus gaada tempat sampah, baunya tidak enak",RENDAH
LAINNYA,"kantin dekat gedung fisip tidak higienis, antrean panjang",SEDANG
FASILITAS,"parkiran gedung b lantai 1 sempit bgt, kendaraan jadi susah keluar",RENDAH
JARINGAN_IT,"bandwidth wifi kampus tidak memadai, gabisa kumpul tugas online",RENDAH
FASILITAS,"lampu di lab matematika kedap-kedip terus, gabisa presentasi pakai proyektor",SEDANG
FASILITAS,"banyak kursi di gedung a lantai 1 yang kayunya sudah lapuk, capek bgt dikelas",RENDAH
JARINGAN_IT,koneksi di fakultas ekonomi sering putus padahal butuh buat video conference dengan dosen,RENDAH
KEUANGAN,"dana kegiatan mhs jumlahnya tidak sesuai, mhs dirugikan",RENDAH
KEUANGAN,"pengumuman perubahan biaya tidak sampai ke semua mhs, mhs jadi bingung",SEDANG
FASILITAS,"wc lab komputer ancur total, mhs jadi susah kalau kebelet",TINGGI
FASILITAS,"kebersihan gedung b lantai 3 gaada petugas kebersihan, bisa jadi sumber penyakit",RENDAH
JARINGAN_IT,"internet di fakultas hukum gabisa diandalkan, gabisa akses spada",RENDAH
JARINGAN_IT,server spada bapuk ga stabil waktu masa uas,KRITIS
JARINGAN_IT,"jangkauan wifi perpus pusat hanya di spot tertentu, kls online terganggu",RENDAH
AKADEMIK,"website portal mhs lemot bgt, nilai terancam",TINGGI
LAINNYA,"keamanan area parkir rawan tindak kriminal, tidak kondusif untuk kegiatan malam",KRITIS
FASILITAS,"ac di gedung rektorat netes airnya, jadi ruangan jadi gerah bgt",RENDAH
FASILITAS,"wc fakultas hukum airnya tidak mengalir sudah lama bgt, terpaksa ke gedung lain yang jauh",RENDAH
JARINGAN_IT,wifi kampus nge-lag terus apalagi kalau banyak yang konek,RENDAH
KEMAHASISWAAN,"program bimbingan karir prosedur pendaftarannya ribet, mhs kurang diuntungkan",RENDAH
LAINNYA,"jalan di area parkir utama ancur parah berlubang, banjir waktu hujan",SEDANG
JARINGAN_IT,"sinyal di fakultas teknik gabisa untuk data seluler, kls online jadi terganggu",RENDAH
LAINNYA,"area area belajar outdoor gaada tempat duduk, kurang nyaman buat mhs",RENDAH
KEUANGAN,"pengumuman perubahan biaya tidak diinformasikan jelas, mhs kaget",RENDAH
FASILITAS,"parkiran gedung fisip sempit bgt, sering telat kls gara-gara nyari tempat parkir",RENDAH
AKADEMIK,"spada gabisa diakses saat deadline tugas, belajar jadi terganggu",KRITIS
KEMAHASISWAAN,"fasilitas sekretariat bem tidak memadai, banyak yang tidak terlayani",RENDAH
FASILITAS,"plafon ruangan 3.2 bocor saat hujan, khawatir bisa kena mhs",RENDAH
JARINGAN_IT,spada down terus saat jam kls,TINGGI
FASILITAS,"ac prodi matematika cuma pajangan, netes airnya padahal ukt mahal tapi fasilitas tidak sesuai",TINGGI
JARINGAN_IT,"jangkauan wifi gedung a lantai 3 tidak luas, gabisa kumpul tugas online",TINGGI
KEMAHASISWAAN,"pengurusan surat keterangan mhs aktif butuh berhari-hari, bgt lama",RENDAH
FASILITAS,"kebersihan gedung mipa gaada petugas kebersihan, baunya tidak enak",RENDAH
JARINGAN_IT,"wifi gedung b lantai 2 lemot parah, susah download materi kls",TINGGI
LAINNYA,"jalan di area antar gedung gaada lampu penerang malam hari, banjir waktu hujan",RENDAH
AKADEMIK,"jadwal kls sering berubah mendadak, proses akademik jadi terlelet",SEDANG
LAINNYA,"area area belajar outdoor gaada fasilitas, tidak nyaman buat mhs",RENDAH
LAINNYA,"lingkungan sekitar gedung b lantai 3 kurang terawat, tidak mendukung kreativitas mhs",RENDAH
KEMAHASISWAAN,hak mhs dalam program beasiswa kurang disosialisasikan,TINGGI
AKADEMIK,"website portal mhs sering down, mhs rugi bgt",TINGGI
FASILITAS,"kursinya kan sekaligus ada mejanya, tetapi kebanyakan hanya kursinya saja tanpa meja",RENDAH
KEMAHASISWAAN,"pengurusan ktm butuh berminggu-minggu, bgt lama",RENDAH
KEUANGAN,"pengumuman perubahan biaya hanya dari mulut ke mulut, mhs jadi bingung",SEDANG
LAINNYA,"lingkungan sekitar gedung mipa minim fasilitas publik, tidak mendukung kreativitas mhs",RENDAH
KEUANGAN,"ukt prosedur keringanan susah, tapi fasilitasnya jauh dari layak",TINGGI
FASILITAS,"parkiran prodi akuntansi gada atapnya, kendaraan bisa lecet-lecet",RENDAH
LAINNYA,"keamanan area kampus malam gaada satpam, tidak kondusif malam hari",RENDAH
LAINNYA,gerbang gerbang 3 gaada satpam sehingga antrean panjang,SEDANG
FASILITAS,"kebersihan gedung a lantai 2 kotor bgt, bisa jadi sumber penyakit",SEDANG
LAINNYA,"lingkungan sekitar gedung fh gersang gaada pohon, tidak nyaman aktivitas luar",RENDAH
KEMAHASISWAAN,"layanan unit kemhsan jarang beroperasi, proses administrasi terhambat",RENDAH
AKADEMIK,"sistem siakad bgt tidak user-friendly, nilai terancam",TINGGI
JARINGAN_IT,"wifi gedung b lantai 2 bapuk ga stabil, susah download materi kls",TINGGI
AKADEMIK,portal mhs sering datanya hilang waktu saat uts/uas,KRITIS
FASILITAS,"jendela aula gedung c gaada gordennya, hujan masuk ke kelas",RENDAH
JARINGAN_IT,"jangkauan wifi auditorium terbatas bgt, susah download materi kls",TINGGI
LAINNYA,"jalan di area antar gedung ancur parah berlubang-lubang, banjir waktu hujan",SEDANG
FASILITAS,"banyak kursi di gedung c yang gaada mejanya, susah konsen belajar",RENDAH
FASILITAS,"wc prodi matematika airnya tidak mengalir dari kemarin, tidak nyaman sama sekali",SEDANG
JARINGAN_IT,server sistem informasi kampus sering down waktu masa uas,KRITIS
LAINNYA,"keamanan area parkir gaada satpam, tidak kondusif untuk kegiatan malam",RENDAH
JARINGAN_IT,zoom kls online sering lag soalnya wifi gedung c tidak memadai,RENDAH
FASILITAS,"tolong ac fakultas ekonomi segera diperbaiki, tidak berfungsi dan gerah minta ampun",RENDAH
KEUANGAN,"transparansi distribusi beasiswa bgt minim, mhs tidak tahu bagaimana seleksinya",TINGGI
AKADEMIK,"web akademik gabisa diakses saat saat uts, tugas jadi terlelet",KRITIS
JARINGAN_IT,"wifi fakultas hukum lemot parah, gabisa kumpul tugas online",SEDANG
FASILITAS,"gedung fh panas bgt soalnya gak optimal, belajarnya terganggu",RENDAH
LAINNYA,"gerbang 1 jarang dibuka, antrean masuk panjang",SEDANG
AKADEMIK,"ruang kls terlalu sempit, mhs jadi malas masuk kls",RENDAH
JARINGAN_IT,"wifi gedung b lantai 1 sering disconnect, terpaksa pakai kuota sendiri",RENDAH
FASILITAS,"musola di gedung b lantai 2 fasilitasnya minim, tolong diperhatikan",RENDAH
KEUANGAN,"pengumuman syarat keringanan ukt tidak diinformasikan dengan jelas, mhs yang urgent jadi kesusahan",TINGGI
FASILITAS,"ac di gedung b lantai 3 kelas 3.2 bocor parah jadinya banjir terus gerah bgt, ga konsen belajarnya",RENDAH
KEUANGAN,"dana penelitian mhs jumlahnya tidak sesuai, mhs dirugikan",RENDAH
LAINNYA,"jalan di belakang rektorat bergelombang, bisa bikin kecelakaan",KRITIS
AKADEMIK,"ruang kls proyektornya ancur, susah konsen belajar",SEDANG
JARINGAN_IT,"internet di gedung mipa bapuk ga stabil, gabisa akses spada",RENDAH
JARINGAN_IT,"wifi gedung b lantai 2 gabisa konek, gabisa kumpul tugas online",RENDAH
FASILITAS,"parkiran gedung fh banyak yang parkir sembarangan, sering telat kls gara-gara nyari tempat parkir",RENDAH
AKADEMIK,"informasi jadwal kls pengganti hanya dari mulut ke mulut, proses akademik jadi terlelet",SEDANG
JARINGAN_IT,"wifi gedung d bapuk ga stabil, terpaksa pakai kuota sendiri",RENDAH
LAINNYA,"keamanan lingkungan sekitar kampus cctv tidak berfungsi, sering kehilangan barang",RENDAH
JARINGAN_IT,"internet di lab komputer gabisa diandalkan, gabisa kumpul tugas online",RENDAH
KEMAHASISWAAN,"program pertukaran mhs kuota yang terlalu sedikit, mhs kurang diuntungkan",RENDAH
LAINNYA,"lapangan basket gaada penerangan malam hari, mhs gabisa olahraga gratis",SEDANG
LAINNYA,"keamanan lingkungan sekitar kampus kurang terjaga, sering kehilangan barang",RENDAH
JARINGAN_IT,koneksi di gedung c sering putus padahal butuh buat video conference dengan dosen,RENDAH
JARINGAN_IT,"wifi gedung b lantai 2 sering disconnect, gabisa akses spada",RENDAH
KEMAHASISWAAN,"kegiatan kegiatan ukm tidak terorganisir dengan baik, mhs jadi kesal",TINGGI
LAINNYA,"jalan di area parkir utama ancur parah berlubang-lubang, mhs tidak nyaman",SEDANG
KEMAHASISWAAN,"staff bagian kemhsan tidak membantu, tidak enak kalau harus ke sana",RENDAH
JARINGAN_IT,portal akademik timeout terus soalnya overload,RENDAH
JARINGAN_IT,koneksi di prodi informatika sering putus padahal butuh buat download materi,TINGGI
JARINGAN_IT,"wifi gedung b lantai 1 lemot parah, kls online terganggu",SEDANG
KEUANGAN,"ukt tidak sebanding fasilitas, tapi wifi-nya gabisa diandalkan",TINGGI
LAINNYA,"jalan di jalan masuk kampus ancur parah berlubang-lubang, berbahaya buat motor",SEDANG
LAINNYA,"kebersihan area kantin bgt kotor, mencerminkan citra kampus yang buruk",SEDANG
KEUANGAN,beasiswa prosesnya tidak jelas dan informasinya tidak sampai ke semua mhs,TINGGI
AKADEMIK,"informasi jadwal ujian mendadak bgt, stress bgt ngurusnya",TINGGI
JARINGAN_IT,"bandwidth wifi kampus tidak memadai, susah download materi kls",TINGGI
JARINGAN_IT,"jangkauan wifi fakultas teknik hanya di spot tertentu, gabisa kumpul tugas online",RENDAH
FASILITAS,"gaada papan pengumuman digital di auditorium, padahal bgt dibutuhkan",RENDAH
KEUANGAN,"pembayaran ukt gabisa online, prosesnya jadi bgt lama",TINGGI
JARINGAN_IT,"internet di gedung fh lemot parah, susah download materi kls",TINGGI
FASILITAS,"fasilitas gedung mipa tidak memadai, masa bayar ukt tapi fasilitas gini",TINGGI
FASILITAS,"ac gedung mipa cuma pajangan, kurang dingin padahal masa bayar ukt tapi fasilitas gini",TINGGI
KEUANGAN,ukt prosedur keringanan susah tapi wc-nya gabisa dipakai,TINGGI
KEUANGAN,"informasi beasiswa tidak disosialisasikan dengan baik, mhs kurang mampu jadi dirugikan",TINGGI
AKADEMIK,"informasi jadwal ujian mendadak, mhs dirugikan",TINGGI
JARINGAN_IT,server portal akademik gabisa diakses waktu masa krs,TINGGI
JARINGAN_IT,"server spada gabisa diakses pas jam kls, gabisa kumpul tugas online",RENDAH
AKADEMIK,"website portal mhs tidak user friendly, mhs rugi bgt",RENDAH
JARINGAN_IT,"koneksi internet gedung b lantai 3 lemot parah, gabisa akses spada",SEDANG
KEMAHASISWAAN,"senioritas di unit kemhsan membuat mhs baru tidak nyaman, membuat mhs baru tertekan",RENDAH
KEMAHASISWAAN,"layanan layanan administrasi pelayanannya kurang, pengurusan jadi lama",RENDAH
AKADEMIK,"ruang kls terlalu panas, susah konsen belajar",RENDAH
KEMAHASISWAAN,"info program beasiswa cuma nyebar di grup tertentu, yang lain tidak tahu",TINGGI
FASILITAS,"wc auditorium gabisa dipakai, mhs jadi susah kalau kebelet",RENDAH
JARINGAN_IT,"server sistem informasi kampus overload pas masa uts, gabisa akses spada",KRITIS
AKADEMIK,"spada nge-lag waktu saat uts, susah kumpul tugas",KRITIS
AKADEMIK,"ruang kls terlalu panas, capek bgt dikelas",RENDAH
FASILITAS,"gaada kantin di prodi matematika, padahal bgt dibutuhkan",SEDANG
KEMAHASISWAAN,"organisasi kegiatannya monoton, mhs jadi tidak berkembang",RENDAH
AKADEMIK,"spada nge-lag terus, susah ikut kuis",RENDAH
FASILITAS,"gedung a lantai 1 panas bgt soalnya mati total, belajarnya terganggu",KRITIS
KEMAHASISWAAN,"program bimbingan karir sosialisasinya kurang, mhs kurang diuntungkan",RENDAH
KEMAHASISWAAN,"layanan sekretariat sering tutup, pengurusan jadi lama",RENDAH
FASILITAS,"parkiran gedung fisip gada atapnya, kendaraan bisa jok panas bgt",RENDAH
FASILITAS,"kamar mandi gedung mipa airnya tidak mengalir, harus nahan lama bgt apalagi kalau kebelet",RENDAH
KEUANGAN,"prosedur administrasi keuangan bgt rumit dan berbelit, menghambat proses akademik",RENDAH
FASILITAS,"wc gedung a lantai 3 airnya tidak mengalir sudah berhari-hari, harus nahan lama bgt",RENDAH
FASILITAS,"plafon lab komputer mipa jelek parah, khawatir bisa kena mhs",RENDAH
JARINGAN_IT,"koneksi internet aula lemot parah, gabisa akses spada",SEDANG
JARINGAN_IT,internet di ruang seminar lemot parah padahal butuh buat akses jurnal,SEDANG
JARINGAN_IT,"wifi prodi matematika sering disconnect, terpaksa pakai kuota sendiri",SEDANG
KEUANGAN,"dana kkn prosesnya berbelit-belit, mhs dirugikan",RENDAH
JARINGAN_IT,"bandwidth wifi kampus tidak memadai, terpaksa pakai kuota sendiri",RENDAH
FASILITAS,"jendela lab matematika engselnya ancur, silau bgt saat kls",SEDANG
KEUANGAN,"dana penelitian mhs jumlahnya tidak sesuai, mhs yang kena dampaknya",RENDAH
FASILITAS,"parkiran prodi informatika gaada petugas, sering ada yang ditabrak",SEDANG
AKADEMIK,"revisi skripsi acc-nya lama, mhs dirugikan",TINGGI
KEUANGAN,"pengumuman perubahan biaya mendadak bgt, menghambat proses akademik",RENDAH
JARINGAN_IT,internet di gedung b lantai 2 sering putus padahal butuh buat kls online,RENDAH
KEMAHASISWAAN,gaada mentor atau pembimbing untuk mhs baru di prodi,RENDAH
FASILITAS,"tolong ac gedung rektorat segera diperbaiki, mati total dan ruangan jadi gerah bgt",KRITIS
AKADEMIK,"krs gabisa tambah matkul, mhs dirugikan",TINGGI
JARINGAN_IT,"internet di gedung d lemot parah, susah download materi kls",TINGGI
AKADEMIK,"informasi syarat wisuda tidak diinformasikan jelas, proses jadi terlelet",TINGGI
AKADEMIK,"sistem spada ui-nya bgt tidak user-friendly, tugas jadi terlelet dikumpulkan",SEDANG
JARINGAN_IT,"jangkauan wifi gedung b lantai 2 terbatas bgt, harus geser-geser cari sinyal",RENDAH
FASILITAS,"colokan di ruang kls lantai 2 longgar, padahal butuh buat ngecas",RENDAH
FASILITAS,"banyak kursi di lab komputer yang banyak yang hilang, belajarnya terganggu",RENDAH
FASILITAS,"ac gedung a lantai 1 cuma pajangan, panasnya parah padahal kami sudah bayar ukt tepat waktu",TINGGI
FASILITAS,"plafon lab botani sudah retak, khawatir celaka kalau tiba-tiba jatuh",RENDAH
AKADEMIK,"spada nge-lag waktu masa krs, susah kumpul tugas",TINGGI
FASILITAS,"min, wc di lab biologi kondisinya jorok bgt, tolong segera diperbaiki",RENDAH
JARINGAN_IT,"sinyal di fakultas hukum hilang timbul, harus keluar ruangan dulu",RENDAH
LAINNYA,"kebersihan sekitar parkiran gaada tempat sampah, tidak nyaman untuk beraktivitas",RENDAH
FASILITAS,"min, wc di fakultas teknik kondisinya airnya mati, tolong segera diperbaiki",SEDANG
AKADEMIK,"sistem portal mhs ui-nya terlalu ribet, nilai terancam",TINGGI
JARINGAN_IT,"bandwidth wifi kampus sering habis di jam sibuk, terpaksa pakai kuota sendiri",RENDAH
AKADEMIK,"revisi skripsi responnya lama bgt, mhs jadi bingung",TINGGI
KEMAHASISWAAN,"fasilitas ruang ukm tidak layak, mhs jadi kesal",RENDAH
AKADEMIK,"informasi informasi kkn hanya dari mulut ke mulut, mhs jadi bingung",SEDANG
JARINGAN_IT,"jaringan di fakultas teknik gabisa diandalkan, susah akses internet",RENDAH
KEMAHASISWAAN,"layanan unit kemhsan pelayanannya kurang baik, banyak yang tidak terlayani",RENDAH
LAINNYA,"kebersihan area kampus bgt kotor, tidak nyaman beraktivitas",SEDANG
AKADEMIK,"informasi informasi kkn mendadak bgt, mhs dirugikan",RENDAH
AKADEMIK,"dosen sering reschedule mendadak, tugas jadi terlelet",SEDANG
KEUANGAN,"pembayaran biaya kkn harus datang langsung berkali-kali, mhs yang urgent jadi kesusahan",RENDAH
AKADEMIK,"dosen tidak responsif di grup, nilai terancam",TINGGI
FASILITAS,"banyak kursi di gedung fisip yang mejanya patah, mhs jadi malas masuk kls",RENDAH
JARINGAN_IT,"spada sering eror tepat deadline pengumpulan tugas, panik bgt",KRITIS
JARINGAN_IT,wifi di gedung fh kayak tidak dibayar apalagi semua mhs pakai,RENDAH
LAINNYA,"gerbang gerbang 2 sering macet di satu pintu saja, tidak aman soalnya siapa saja bisa masuk",SEDANG
FASILITAS,"tangga fakultas teknik gaada pegangan, sering ada yang jatuh",RENDAH
LAINNYA,"lingkungan sekitar fakultas teknik minim fasilitas publik, gaada tempat untuk bersantai",RENDAH
FASILITAS,"lab biologi panas bgt soalnya kurang dingin, capek bgt dikelas",RENDAH
JARINGAN_IT,"internet di gedung a lantai 3 lemot parah, tidak produktif di kampus",TINGGI
AKADEMIK,"sistem portal mhs ui-nya bgt tidak user-friendly, tugas jadi terlelet dikumpulkan",SEDANG
LAINNYA,"keamanan area kampus malam hari cctv-nya tidak berfungsi, tidak kondusif untuk kegiatan malam",RENDAH
FASILITAS,"fasilitas fakultas hukum jauh dari kata layak, ukt mahal tapi fasilitas tidak sesuai",TINGGI
LAINNYA,"jalan di dekat auditorium licin waktu hujan, bisa bikin kecelakaan",KRITIS
LAINNYA,"keamanan gedung saat weekend cctv tidak berfungsi, mhs tidak merasa aman",RENDAH
LAINNYA,"gerbang gerbang 3 gaada sistem akses, antrean masuk kampus panjang",SEDANG
JARINGAN_IT,"internet di gedung a lantai 3 gabisa diandalkan, gabisa kumpul tugas online",RENDAH
FASILITAS,"min, parkiran perpus pusat gaada petugas tolong diatur lebih baik",RENDAH
AKADEMIK,kls online terganggu soalnya portal mhs lemot bgt,SEDANG
JARINGAN_IT,"spada gabisa diakses tepat jam kls, panik bgt",RENDAH
FASILITAS,"fakultas hukum panas bgt soalnya panasnya parah, susah konsen belajar",RENDAH
LAINNYA,gerbang 3 buat masuk & keluar jarang di buka,RENDAH
JARINGAN_IT,spada sering eror saat jam kls,TINGGI
KEMAHASISWAAN,"informasi lowongan magang tidak disebarkan merata, mhs jadi kesal",RENDAH
JARINGAN_IT,"wifi fakultas ekonomi lemot parah, tidak produktif di kampus",TINGGI
JARINGAN_IT,"sinyal seluler di aula bgt lemah, harus keluar dulu baru bisa internetan",RENDAH
FASILITAS,"colokan di lab komputer mipa tidak berfungsi, padahal butuh buat ngecas",RENDAH
JARINGAN_IT,internet di lab komputer gabisa diandalkan padahal butuh buat akses jurnal,RENDAH
LAINNYA,"lingkungan sekitar ruang seminar gersang gaada pohon, tidak nyaman aktivitas luar",RENDAH
JARINGAN_IT,"jangkauan wifi gedung rektorat tidak sampai ke semua ruangan, susah download materi kls",TINGGI
AKADEMIK,"revisi skripsi responnya lama bgt, banyak yang ketinggalan informasi",TINGGI
LAINNYA,sampah di area kampus menumpuk saat hari libur,RENDAH
LAINNYA,"kantin dekat gedung fisip tidak higienis, gaada pilihan sehat",RENDAH
LAINNYA,gerbang gerbang 1 gaada satpam sehingga antrean panjang,SEDANG
AKADEMIK,"nilai di portal ada yang salah input, mhs jadi bingung",SEDANG
AKADEMIK,"informasi syarat wisuda tidak sampai ke semua mhs, stress ngurusnya",TINGGI
LAINNYA,"kebersihan koridor gedung kumuh, mencerminkan citra kampus yang buruk",RENDAH
LAINNYA,"kantin belakang gedung b tempatnya sempit, antrean panjang",SEDANG
FASILITAS,"parkiran gedung b lantai 1 gada atapnya, kendaraan bisa catnya jadi ancur",SEDANG
LAINNYA,"kantin belakang gedung b jamnya singkat, gaada pilihan sehat",RENDAH
FASILITAS,lahan parkir di lab komputer banyak yang parkir sembarangan jadi sering telat kls,RENDAH
FASILITAS,"parkiran gedung a lantai 2 gada atapnya, kendaraan bisa kepanasan",RENDAH
FASILITAS,"tolong ac lab komputer segera diperbaiki, mati total dan gerah minta ampun",KRITIS
KEMAHASISWAAN,"informasi kegiatan kemhsan hanya di grup tertentu, mhs banyak yang tidak tahu",RENDAH
AKADEMIK,"spada gabisa diakses saat saat uas, proses akademik terhambat",KRITIS
AKADEMIK,"jadwal prosedur skripsi tidak sampai ke semua mhs, banyak mhs yang tidak tahu",TINGGI
FASILITAS,"fasilitas gedung a lantai 1 jauh dari kata layak, padahal kita sudah bayar ukt",TINGGI
AKADEMIK,"informasi informasi kkn hanya dari mulut ke mulut, mhs dirugikan",RENDAH
FASILITAS,"fasilitas gedung fisip sudah bgt ketinggalan, padahal kita sudah bayar ukt",TINGGI
FASILITAS,"kebersihan gedung fisip jarang dibersihkan, tidak nyaman berada di sini",RENDAH
LAINNYA,gerbang gerbang 1 pintunya ancur sehingga antrean panjang,SEDANG
LAINNYA,"area taman kampus panas tidak teduh, tidak nyaman buat mhs",RENDAH
KEUANGAN,"prosedur pengajuan keringanan ukt tidak jelas alurnya, menghambat proses akademik",TINGGI
FASILITAS,"wc gedung b banyak tidak berfungsi dengan baik, seperti pintu ancur dan air yang tidak mengalir",SEDANG
FASILITAS,"ac gedung fh cuma pajangan, berisik bgt padahal masa bayar ukt tapi fasilitas gini",TINGGI
LAINNYA,"lapangan futsal tidak terawat, lapangan gabisa dimanfaatkan optimal",TINGGI
KEMAHASISWAAN,"informasi program beasiswa mendadak, mhs banyak yang tidak tahu",TINGGI
FASILITAS,"pintu wc perpus pusat gabisa dikunci, bgt tidak nyaman",RENDAH
JARINGAN_IT,"internet di prodi informatika lemot parah, terpaksa pakai kuota sendiri",SEDANG
LAINNYA,"kantin dekat gedung fisip pilihannya sedikit, gaada pilihan sehat",RENDAH
JARINGAN_IT,"wifi gedung a lantai 1 kayak tidak dibayar, gabisa kumpul tugas online",RENDAH
LAINNYA,"gerbang 3 jarang dibuka, antrean masuk panjang",SEDANG
FASILITAS,"parkiran perpus pusat gada atapnya, kendaraan bisa jok panas bgt",RENDAH
AKADEMIK,"sistem siakad bgt tidak user-friendly, proses akademik terhambat",RENDAH
FASILITAS,"lab bahasa kondisinya fasilitasnya tidak memadai, praktikum jadi terganggu",RENDAH
KEUANGAN,"informasi beasiswa mendadak diumumkan, mhs kurang mampu dirugikan",TINGGI
AKADEMIK,siakad sering crash tiba-tiba waktu pengumuman nilai,RENDAH
KEMAHASISWAAN,"staff unit kemhsan melayani dengan malas-malasan, malas mengurus keperluan ke sana",RENDAH
JARINGAN_IT,"jaringan di gedung b lantai 3 sering putus-putus, susah akses internet",RENDAH
KEMAHASISWAAN,"sosialisasi prosedur pengajuan dokumen hanya melalui grup tertentu, banyak yang terlewat informasinya",RENDAH
KEMAHASISWAAN,"fasilitas ruang rapat mhs tidak layak, pengurusan jadi bgt lama",RENDAH
JARINGAN_IT,server spada lelet bgt waktu pengumuman nilai,SEDANG
KEMAHASISWAAN,"layanan bagian kemhsan jarang beroperasi, mhs jadi kesal",RENDAH
FASILITAS,lahan parkir di fakultas teknik tidak muat jadi sering telat kls,RENDAH
JARINGAN_IT,server siakad bapuk ga stabil waktu masa uas,KRITIS
LAINNYA,"taman kampus tidak terawat, gaada tempat bersantai",RENDAH
KEUANGAN,"prosedur pengajuan keringanan ukt tidak transparan, mhs jadi bingung",TINGGI
FASILITAS,"min, parkiran auditorium gaada petugas tolong diatur lebih baik",RENDAH
KEMAHASISWAAN,"staff bem tidak membantu, tidak enak kalau harus ke sana",RENDAH
JARINGAN_IT,wifi di gedung b lantai 3 lemot parah apalagi siang hari,SEDANG
FASILITAS,"musola di gedung a lantai 2 tempat wudhunya ancur, tolong diperhatikan",SEDANG
KEUANGAN,"pengumuman deadline pembayaran ukt hanya dari mulut ke mulut, mhs yang urgent jadi kesusahan",TINGGI
JARINGAN_IT,"jangkauan wifi gedung b lantai 1 hanya di spot tertentu, tidak produktif di kampus",TINGGI
JARINGAN_IT,"jaringan di fakultas teknik bapuk ga stabil, susah akses internet",RENDAH
JARINGAN_IT,server siakad sering down waktu masa uts,KRITIS
AKADEMIK,web akademik sering gabisa diakses waktu masa krs,TINGGI
KEMAHASISWAAN,"organisasi kurang dukungan dari kampus, potensi mhs tersia-sia",RENDAH
FASILITAS,"fasilitas gedung a lantai 1 sudah bgt ketinggalan, padahal kita sudah bayar ukt",TINGGI
LAINNYA,"pintu masuk utama gaada satpam, tidak efisien",RENDAH
LAINNYA,"lingkungan sekitar prodi akuntansi minim fasilitas publik, tidak nyaman buat aktivitas luar",RENDAH
FASILITAS,"wc gedung mipa airnya tidak mengalir dari kemarin, jadi malas kls",RENDAH
KEMAHASISWAAN,"staff layanan administrasi mhs kurang ramah, mhs jadi tidak nyaman",RENDAH
FASILITAS,"ac cuma cuma 1 untuk 2 lantai lantai, keringat terus padahal lagi kls",RENDAH
FASILITAS,lahan parkir di gedung rektorat tidak muat jadi sering telat kls,RENDAH
JARINGAN_IT,"jangkauan wifi gedung fisip hanya di spot tertentu, kls online terganggu",RENDAH
LAINNYA,"kebersihan area kantin kumuh, mencerminkan citra kampus yang buruk",RENDAH
LAINNYA,"jalan di belakang rektorat gaada lampu penerang malam hari, kendaraan jadi ancur",SEDANG
KEMAHASISWAAN,"pengurusan surat rekomendasi harus bolak-balik, pengurusan jadi lama",RENDAH
FASILITAS,"parkiran fakultas ekonomi banyak yang parkir sembarangan, kendaraan jadi susah keluar",RENDAH
KEUANGAN,"informasi beasiswa tidak transparan, hanya orang tertentu yang tahu",TINGGI
FASILITAS,"fasilitas gedung b lantai 1 sudah bgt ketinggalan, kami sudah bayar ukt tepat waktu",TINGGI
FASILITAS,"kursi di prodi akuntansi udah lama rodanya hilang, kapan diganti?",RENDAH
LAINNYA,"lapangan bola tidak terawat, lapangan gabisa dimanfaatkan optimal",RENDAH
KEUANGAN,"prosedur pembayaran ukt memakan waktu lama, mhs urgent kesusahan",TINGGI
AKADEMIK,"informasi informasi kkn tidak diinformasikan dengan jelas, banyak yang ketinggalan informasi",RENDAH
FASILITAS,"gaada papan pengumuman digital di gedung a lantai 1, padahal bgt dibutuhkan",RENDAH
KEMAHASISWAAN,"layanan bagian kemhsan sering tutup, mhs jadi kesal",RENDAH
FASILITAS,"min, parkiran gedung a lantai 1 tidak muat tolong diatur lebih baik",RENDAH
LAINNYA,gerbang pintu masuk utama jarang dibuka sehingga antrean panjang,SEDANG
FASILITAS,"parkiran gedung b lantai 3 gada atapnya, kendaraan bisa jok panas bgt",RENDAH
KEMAHASISWAAN,"organisasi tidak aktif, gaada wadah aspirasi mhs",RENDAH
JARINGAN_IT,"sinyal di gedung c gaada sama sekali, harus keluar ruangan dulu",RENDAH
AKADEMIK,"dosen menjual buku wajib ke mhs, mhs dirugikan",RENDAH
FASILITAS,"kursi di perpus pusat udah lama mejanya patah, kapan diganti?",RENDAH
