text,category,urgency
"Memastikan kurikulum selalu up-to-date dengan perkembangan terbaru dalam teknologi informasi dan komunikasi, serta kebutuhan industri. Melibatkan pakar industri dalam perancangan kurikulum untuk menjamin relevansi",LAINNYA,RENDAH
semoga kedepannya bisa meningkatkan fasilitas pendukung,FASILITAS,RENDAH
Mempercepat pemberian jadwal terutama yang berhubungan dengan tugas akhir,AKADEMIK,RENDAH
lebih diperbanyak ruang kelas dan dosen pengajar,AKADEMIK,RENDAH
Mungkin untuk bagian akademik lebih cepat tanggap lagi untuk merespon pertanyaan mahasiswa dan juga untuk sarana prasana di kampus bisa lebih ditingkatkan lagi,AKADEMIK,RENDAH
"Adanya tempat yang lebih baik untuk mahasiswa saling berdiskusi dan menunggu sebelum kelas mulai, dan penataan tempat parkir yang lebih baik",FASILITAS,RENDAH
di tingkatkan lagi fasilitas di kampus seperti lift dan lain lain,FASILITAS,RENDAH
Membuat tempat pojok mahasiswa untuk belajar dan mengwrjakan tugas,LAINNYA,RENDAH
Semoga kinerja nya semakin meningkat dan terus memuaskan,LAINNYA,TINGGI
Untuk dosen-dosen lebih sering dilakukan pengawasan dan penilaian di kelas.,AKADEMIK,RENDAH
"pertahankan, dan semoga kedepannya semakin lebih baik lagi",LAINNYA,RENDAH
semoga kedepan nya lebih maju dan jaya terus.,LAINNYA,RENDAH
saat ini belum ada,LAINNYA,RENDAH
tidak ada komentar,LAINNYA,RENDAH
Melihan kemampuan mahasiswa dengan lebih baik lagi,LAINNYA,RENDAH
Harapan saya adalah akses wifi yang stabil dan kencang,JARINGAN_IT,RENDAH
perluas lahan stikombali,LAINNYA,TINGGI
semoga tahun berikutnya jarang ada kelas drop,LAINNYA,RENDAH
fasilitas diperbarui,FASILITAS,RENDAH
Cukup baik semuanya.,LAINNYA,RENDAH
Di perbaik lagi,LAINNYA,RENDAH
Saya mengharapkan wifi di stikom bisa free tanpa pasword dan mbps nya di naikkan lagi biar tidak lambat dan toilet stikom semoga bisa lebih bersih lagi,FASILITAS,SEDANG
"Disediakannya tisu(TOLONG) di setiap toilet untuk mengeringkan tangan setelah cuci tangan, serta perataan lokasi wifi pada kampus, dikarenakan tidak setiap kartu SIM mendapatkan sinyal disetiap lantai kampus. Dan tolong sertakan password dari wifi tersebut, bagimana caranya kami mahasiswa ingin mengakses fasilitas dari kampus tersebut? setelah kami membayar uang semester yang lumayan mahal",FASILITAS,RENDAH
Kedepannya lebih baik,LAINNYA,RENDAH
terus tingkatkan kualitas,LAINNYA,RENDAH
"Menambahkan work space dalam area kampus untuk para mahasiswa saat sedang diskusi, kerja kelompok dan sebagainya. Memfalitasi work space juga dapat meningkatkan keaktifan mahasiswa dalam belajar pada tempat yang nyaman.",FASILITAS,RENDAH
Kalo bisa fast respon saat di WA,LAINNYA,RENDAH
Semoga kedepannya ITB STIKOM BALI menjadi lebih baik lagi,LAINNYA,RENDAH
"Usulan: Mengembangkan metode pembelajaran berbasis teknologi terkini, seperti penggunaan Artificial Intelligence (AI), Virtual Reality (VR), dan Augmented Reality (AR) dalam proses belajar mengajar. Hal ini akan meningkatkan pengalaman belajar mahasiswa serta mempersiapkan mereka menghadapi tantangan teknologi global. Harapan: Mahasiswa akan memiliki pemahaman praktis dan teoritis yang lebih baik tentang teknologi masa depan.",AKADEMIK,RENDAH
Banyakin kelas offfline,LAINNYA,RENDAH
Harapan saya semoga bisa lebih mudah mengakses web yang digunakan untuk kuliah.,LAINNYA,RENDAH
Mungkin harapan saya dengan adanya peningkatan fasilitas2 disekitar kampus,FASILITAS,RENDAH
Semoga lebih mengedepankan kepentingan pembelajaran dan kenyamanan,LAINNYA,RENDAH
untuk saat ini belum ada,LAINNYA,RENDAH
menambah lagi fasilitas yang ada,FASILITAS,RENDAH
harapan saya tingkatkan lagi,LAINNYA,RENDAH
Semakin di tingkatkan kinerjanya,LAINNYA,RENDAH
Lahan parkir mohon diperluas,FASILITAS,TINGGI
Semoga bisa tetap meningkatkan kinerja yang telah dilaksanakan supaya bisa semakin maksimal,LAINNYA,RENDAH
tingkatkan kualitas pelayanan dan kebersihan,LAINNYA,RENDAH
"Tolong diperhatikan lagi untuk ruangan kelasnya, mengingat ruang kelas distikom sudah lumayan sedikit",FASILITAS,RENDAH
Semoga itb stikom bali teruss meningkat,LAINNYA,RENDAH
Semoga tetap semua dosen tetap kompak dan Konsistensi,AKADEMIK,RENDAH
Harapannya agar selalu membantu mahasiswa selama proses belajar,LAINNYA,RENDAH
Semoga ITB Stikom bali semakin berkembang dari sebelumnya,LAINNYA,RENDAH
Tingkat semua fasilitas,FASILITAS,RENDAH
Pertahankan dan tingkatkan lagi,LAINNYA,RENDAH
Pertahankan dan tingkatkan,LAINNYA,RENDAH
saya berharap bagian akademik dan pihak terkait yang menandatangani surat menyurat Kerja Praktek lebih bisa memaksimalkan kinerjanya agar tidak merugikan mahasiswa karena sangat lambat dalam penandatanganan.,AKADEMIK,SEDANG
Harapan saya agar pelayanan lebih baik lagi dan memberikan informasi yang jelas,LAINNYA,RENDAH
Harapan saya untuk kedepannya tetap dalam mempertahankan kinerja yang baik kedepannya,LAINNYA,RENDAH
pengumuman yang mendadak di kurangi,LAINNYA,SEDANG
Menambah RKM untuk UKM,KEMAHASISWAAN,RENDAH
Harapan kedepannya semoga memiliki fasilitas yang lebih bagus lagi demi memaksimalkan proses pembelajaran secara offline maupun online,FASILITAS,RENDAH
"Lebih banyak kerjasama dengan perusahaan, bikin riset yang inovatif, dan tambah program internasional biar lulusan makin kompetitif.",LAINNYA,TINGGI
"semoga fasilitasnya dapat diperaharui dan diperbaiki bila ada yang rusak terutama bangku didalam ruang pengajaran agar mahasiswa dapat fokus untuk mendapatkan materi pengajaran, dab bukan memindahkan mindahkan bangku untuk mendapat bangku yang tidak rusak",FASILITAS,TINGGI
untuk lebih meningkatkan fasilitas,FASILITAS,RENDAH
semoga di ajaran baru dapat ditingkatkan,LAINNYA,RENDAH
kemungkinan kinerja pembelajaran dimana dosen memberikan jadwal harus tepat dan fokus mengajar,AKADEMIK,RENDAH
Berharap kedepannya stikom lebih baik,LAINNYA,RENDAH
Semoga stikom Bali lebih Baik lagi,LAINNYA,RENDAH
penyediaan fasilitas kampus untuk beberapa ukm,FASILITAS,RENDAH
Saya berharap pihak STIKOM Bali bisa membantu bagi mahasiswa yang kesulitan dalam permasalahan mata kuliah dan administrasi,LAINNYA,RENDAH
mungkin lebih ditingkatkan lagi untuk fasilitas toiletnya dan kelasnya. terima kasij,FASILITAS,RENDAH
"sudah cukup baik, perlu dipertahankan dan ditingkatkan",LAINNYA,RENDAH
membuat student centre,LAINNYA,RENDAH
Mohon dipertahankan,LAINNYA,RENDAH
TURUNKAN UKT!!!!!!!!!!!,KEUANGAN,RENDAH
Semoga kedepannya fasilitas semua dapat dipergunakan sebagai mana perlunya kepada warga kampus,FASILITAS,RENDAH
"Harapan saya kedepannya adalah bisa bertemu dengan dosen wali, karena saya sampai sekarang masih belum bertemu dengan dosen wali saya",AKADEMIK,RENDAH
ruangan kelas tambahan,FASILITAS,RENDAH
"Tolong beri tahu dosen jika tidak bisa mengajar/tidak bisa hadir, infokan jauh sebelum jam pelajaran matakuliah dimulai. TERIMAKASIH",AKADEMIK,RENDAH
makin maju menuju University,LAINNYA,RENDAH
harapnnya fasilitas lebih ditingkatkan,FASILITAS,RENDAH
"Harapan ke depan bagi STIKOM Bali adalah untuk terus memperkuat posisi sebagai pusat pendidikan teknologi terdepan di Indonesia. Dengan terus berinvestasi dalam penelitian dan pengembangan, memperluas kerjasama dengan industri dan institusi internasional, serta menjaga dan meningkatkan kualitas dosen dan tenaga pendidik, STIKOM Bali dapat mencapai reputasi global.",AKADEMIK,TINGGI
Mungkin di tiap kelas disediakan remote AC karena di kelas AC nya kadang terlalu dingin,FASILITAS,RENDAH
Semakin baik kedepannya dalam mempertahankan usaha nya,LAINNYA,RENDAH
semakin di tingkatkan kedepannya,LAINNYA,RENDAH
semoga kedepannya kinetja stikom bisa lebih baik lagi,LAINNYA,RENDAH
Agar bisa memgerti mahasiswa tidak semua di jelaskan 1x sudah paham,LAINNYA,RENDAH
Agar kedepannya lebih memberikan banyak informasi lagi karena beberapa ada yang kurang dalam penyampaian informasi.,LAINNYA,SEDANG
Fasilitas yang sangat perlu untuk ditingkatkan,FASILITAS,RENDAH
Meningkatkan kualitas dosen,AKADEMIK,RENDAH
Mohon untuk sppnya di kurangi sama benerin ac nya setiap kelas karena kadang sering error,FASILITAS,TINGGI
meningkatkan tingkat respon yang lebih tanggap atas keluhan dari mahasiswa,LAINNYA,RENDAH
lebih baik lagi.,LAINNYA,RENDAH
harapan saya bagi stikom lebih mefasilitasi bagi mahasiswa nya,FASILITAS,RENDAH
untuk meningkatkan kinerja yg sudah baik,LAINNYA,RENDAH
harapan saya kedepannya adalah lebih baik dari pada yang kemaren,LAINNYA,RENDAH
SUDAH CUKUP BAIK,LAINNYA,RENDAH
Untuk harga makanan dan minuman di kantin sangat menguras kantong,LAINNYA,RENDAH
Peningkatan sarana dan prasarana seperti ruang kelas untuk memenuhi kebutuhan mahasiswa hybrid.,KEUANGAN,RENDAH
Semoga kedepannya lebih baiklgi,LAINNYA,RENDAH
bisa lebih ditingkatkan lagi,LAINNYA,RENDAH
Meningkatkan komunikasi dari dosen kepada mahasiswa agar lebih mudah dipahami dan dimengerti.,AKADEMIK,RENDAH
Semoga sarana dan prasarana semakin baik/meningkat,LAINNYA,RENDAH
Menambah kantin dikampus,LAINNYA,RENDAH
semoga fasilitas makin banyak,FASILITAS,RENDAH
dapat membantu STIKOM Bali untuk terus meningkatkan kinerjanya dan menjadi kampus yang semakin unggul di era digital.,LAINNYA,RENDAH
Semakin BESAR bilangan yang anda pilih menunjukan anda semakin SETUJU,LAINNYA,RENDAH
membuat banyak hal2 bru bagi mahasiswa dn peluang2 bru untuk mahasiswa yang ingin bekerja sambil kuliah,KEUANGAN,RENDAH
Harapannya semoga pelayanan stikom bisa lebih efisien lagi kedepannya,LAINNYA,RENDAH
Dimohon untuk selalu ber-koordinasi dengan seluruh jajaran staff agar dapat dilakukannya proses kinerja yang lebih baik,LAINNYA,RENDAH
lebih mendengarkan keluh kesah saat kegiatan d2s,KEMAHASISWAAN,RENDAH
"tetap baik, tetap sehat",LAINNYA,RENDAH
ke depan nya lebih baik lagi,LAINNYA,RENDAH
Semoga tdk menurun kuliats pelayan stikom,LAINNYA,RENDAH
sudah bagus tidak ada lgi,LAINNYA,RENDAH
Peningkatan tentang proses pembelajaran,LAINNYA,RENDAH
"Mohon ditinjau lebih lanjut dosen dan beberapa petugas lainnya, karena mungkin beban kerja berlebih maka banyak dosen atau petugas yang kurang fokus dan memberikan respon yang lambat. Terutama kampus abiansemal, mohon ditinjau lebih lanjut kejelasannya.",AKADEMIK,SEDANG
saya berharap agar stikom bali memebuat kelas offline semakin banyak dari pada kelas online,LAINNYA,RENDAH
"harapan saya semoga fasilitas yang telah rusak segera diganti atau diperbaiki, contohnya kursi mahasiswa yang sudah banyak mulai tidak nyaman dipakai",FASILITAS,TINGGI
tingkatkan fasilitas kantin,FASILITAS,RENDAH
Semoga tetap konsisten dalam meningkatkan kinerja dalam akademik atau non akademik,AKADEMIK,RENDAH
"lebih empati dan gampang mengakses, ui sion sama e learning jelek banget, kalah sama binus",LAINNYA,RENDAH
kurikulum yang update untuk industri saat ini,LAINNYA,RENDAH
"jumlah fasilitas ditingkatkan, dan kelayakan fasilitas ditingkatkan",FASILITAS,RENDAH
semoga stikom menjadi terbaik,LAINNYA,RENDAH
meningkatkan jumlah kerjasama internasional memperkuat program studi bersetandar internasional,LAINNYA,RENDAH
lebih baik dalam segala hal kedepannya,LAINNYA,RENDAH
Perbaikan lift kampus,FASILITAS,RENDAH
Harapan saya adalah agar saat administrasi atau pelaporan apapun berjalan dengan lancar dan tidak ada hambatan,LAINNYA,RENDAH
Harapan saya kedepannya tetap memprtahankann kinerja terbaiknya,LAINNYA,RENDAH
Semoga Semakin Didepan,LAINNYA,RENDAH
memperluas area parkir,FASILITAS,TINGGI
Informasi yang di sampaikan semoga lebih jelas,LAINNYA,RENDAH
Harapan nya semoga tetap bisa memberikan informasi,LAINNYA,RENDAH
"Mungkin untuk lahan parkir bisa diperluas, karena saya sering tidak mendapatkan parkir saat perkuliahan offline.",FASILITAS,TINGGI
semoga semakin bagus,LAINNYA,RENDAH
"Semoga kedepannya STIKOM semakin jaya, dan lebih memperbaiki sistem-sistem yang masih kurang.",LAINNYA,SEDANG
"Memperbarui kurikulum secara berkala dengan memasukkan teknologi-teknologi terbaru yang relevan dengan industri, seperti kecerdasan buatan, big data, dan internet of things.",JARINGAN_IT,RENDAH
Perjelas jadwal kelas yang sedang tidak digunakan,AKADEMIK,RENDAH
diharapkan stikom mengembangkan prodi lain,LAINNYA,RENDAH
semoga stikom semakin baik kedepannya,LAINNYA,RENDAH
"semakin meninkatkan pelayanannya agar tetap baik, sukses selalu STIKOM BALI",LAINNYA,RENDAH
Fasilitas tolong ditingkatkan dan perbanyak kelas offline,FASILITAS,RENDAH
Tingkatkan apa yang perlu di tingkatkan,LAINNYA,RENDAH
Proses perbaikan seperti sarana prasana supaya lebih cepat,LAINNYA,RENDAH
"untuk bagian akademik diharap pelayanan lebih diperbaiki dalam segala hal, semua staf judes, kadang tidak bisa memberikan prosedur dengan jelas padahal mereka tau,, balas chat aja lama banget.. minta tolong diperbaiki ya kemudian untuk kantin, harapannya kipas ditambah, dan kipas yang ada dibersihkan karena kipas sudah sangat kotor dan angin tidak terasa.",FASILITAS,SEDANG
Menambahkan kelas,LAINNYA,RENDAH
"proyektor kadang mau nanyala kadang ga, ini membuat proses perkuliahan manjadi terlambat dan memakan waktu yang banyak. jadi saya harap proyektor perlu di upgrade.",FASILITAS,SEDANG
"Cukup, tidak ada",LAINNYA,RENDAH
"tambahkan ruangan kelas, bukan dikurangi menjadi ruangan yang sangat tidak ada fungsinya sama sekali buat mahasiswa luas",FASILITAS,TINGGI
lebih baik kedepannya dan juga semakin ditingkatkan lagi.,LAINNYA,RENDAH
semoga banyak ada event tournament dan ukm esport,KEMAHASISWAAN,RENDAH
Perluas parkir dan perbanyak kelas,FASILITAS,TINGGI
Kalo bisa pas sedang skripsi dosennya jangan ilang kalo bisa pas bimbingan langsung acc gapapa titik koma,FASILITAS,RENDAH
meningkatkan informasi penting agar tersiar ke seluruh mahasiswa,LAINNYA,RENDAH
Selalu terjadi miss komunikasi dengan admin ataupun pihak akademik mengenai kegiatan pemblajaran.,AKADEMIK,RENDAH
Semoga lebih baik dari sebelumnya,LAINNYA,RENDAH
lebih responsif lagi,LAINNYA,RENDAH
semoga lebih baik lagi kedepan nya,LAINNYA,RENDAH
proses document,LAINNYA,RENDAH
berharap yg terbaik,LAINNYA,RENDAH
Instruksi perwalian lebih diperinci lagi,LAINNYA,RENDAH
Semoga kedepannya pada saat lift mengalami kerusakan bisa langsung segera diperbaiki,FASILITAS,TINGGI
harapan kedepanya tolong untuk dosenya tolong jam perkulihanya itu harus sesuai jadwal yang sudah ada.,AKADEMIK,RENDAH
agar ITB STIKOM BALI dapat terakreditasi A dan jurusan Bisnis Digital dapat menyediakan program studi untuk jenjang S2.,LAINNYA,RENDAH
Semoga semua jadi lebih baik,LAINNYA,RENDAH
"peningkatan fasilitas seperti beberapoa cat tembok yang sudah kusam, kantin kotor, toilet agak kotor",FASILITAS,SEDANG
"semoga lift satu lagi cepat selesai, supaya mempermudah dan mempercepat perjalanan menuju kelas",FASILITAS,RENDAH
"tingkatkan kualialitas pelayanan, tingkatkan fasilitas",FASILITAS,RENDAH
labih aktif dalam menerima saran mahasiswa untuk membuat kampus yang lebih baik,LAINNYA,RENDAH
"sudah bagus,pertahankan",LAINNYA,RENDAH
"Penggunaan sistem daring masih kurang, dosen tidak menggunakan sarana e-learning dengan efektif",AKADEMIK,SEDANG
Saya berharap Stikom Bali bisa terus meningkatkan kinerja nya seperti melakukan revisi terus menerus agar tetap sejalan dengan perkembangan jaman,LAINNYA,RENDAH
ditingkatkan lagi kedepannya,LAINNYA,RENDAH
harapannya supaya para staff stikom bali lebih ramah dan informatif,LAINNYA,TINGGI
pemeriksaan rutin pada beberapa bagian seperti fasilitas kampus untuk kenyamanan mahasiswa,FASILITAS,RENDAH
Lingkungan belajar yang kondusif,LAINNYA,RENDAH
MEMBERIKAN DISKON KE MAHASISWA,LAINNYA,RENDAH
Harapan saya semoga kedepannya jadi lebih baik dari sekarang,LAINNYA,RENDAH
Semoga kinerjanya ditingkatkan lagi,LAINNYA,RENDAH
semoga lebih baik lagi,LAINNYA,RENDAH
Menurut saya kinerja yang harus ITB stikom lakukan itu bagi informasi apa saja lebih awal biar mahasiswa bisa tau dan bisa melakukan lebih awal,LAINNYA,RENDAH
semoga gedung stikom diperluas,FASILITAS,TINGGI
Lebih meningkatkan mutu dan kualitas kampus,LAINNYA,RENDAH
Tolong perbaiki jaringan internet di beberapa titik di gedung stikom,FASILITAS,RENDAH
Kemabangkan lagi sarpras,LAINNYA,RENDAH
"Bagian akademik dan yang terkait, diharapkan untuk lebih transparan dan aktif memberikan informasi karena sudah sering kami di kelas karyawan ketinggalan informasi penting dan juga penanganan masalah yang sangat lambat bahkan sering dilupakan",AKADEMIK,SEDANG
"Peningkatan ukuran bangunan kampus Denpasar dengan lebih masive dan terstruktur, kemudian pembaruan design interior dan konsep kampus agar sesuai dengan tema Kampus IT Terbaik di Bali Nusa. Saya butuh tempat nongkrong, nugas dan bersantai di areal kampus baik outoor maupun indoor dengan support konektivitas internet minimum 100mbps (pengennya sih 1Gbps kalo bisa).",FASILITAS,RENDAH
Agar stikom bisa lebih baik lagi dari yang sekarang,LAINNYA,RENDAH
Harapan saya kedepannya semoga ITB STIKOM BALI menjadi yang terbaik dalam ilmu pengetahuan teknologi,LAINNYA,RENDAH
Tetap semakin baik,LAINNYA,RENDAH
semoga kedepan nya bisa menjadi yg lebih baik lagi dan terbaik,LAINNYA,RENDAH
Fasilitas kelas,FASILITAS,RENDAH
Semoga parkir diperluas dan wifi distabilkan serta proyektor dikelas perlu diperhatikan,FASILITAS,TINGGI
semoga bisa lebih baik lagi dan semakin ditingkatkan untuk kebaikan mahasiswa,LAINNYA,RENDAH
Harapan saya semoga bisa meningkatkan kinerja yang lebih baik,LAINNYA,RENDAH
Sudah cukup baik,LAINNYA,RENDAH
Evaluasi website SION dan e-Learning,LAINNYA,TINGGI
Terus pertahankan kinerja terbaik stikom,LAINNYA,RENDAH
"Harapan saya, STIKOM Bali terus berkolaborasi dengan industri global, meningkatkan fasilitas teknologi, memperluas program magang, dan mendukung inovasi serta kewirausahaan mahasiswa.",FASILITAS,TINGGI
Harapan saya untuk ditingkatkan lebih baik lagi dalam memberikan pembelajaran,LAINNYA,RENDAH
Di harapkan unukt Wifi di Lt.3 Stikom bali bisa di perluas jangkauanya dan juga kecepatannya,JARINGAN_IT,KRITIS
semoga kedepannya akan lebih baik lagi,LAINNYA,RENDAH
Semoga stikom semakin maju,LAINNYA,RENDAH
di mempercepat keluarnya infomasi yang di butuhkan,LAINNYA,RENDAH
DOSEN HARUS MENGINFORMASIKAN ADA/TIDAK ADA PERKULIAHAN H-1 SEBELUM PERKULIAHAN.JIKA TIDAK ADA PERKULIHAAN ABSEN DAPAT DI GANTIKAN DENGAN TUGAS,AKADEMIK,RENDAH
Perbaikan toilet dan banjir di basement,FASILITAS,TINGGI
Fasilitasnya seperti perspustakaan kalau boleh saran lebih baik disediakan wifi jadi memudahkan mahasiswa dalam membuat tugas,FASILITAS,RENDAH
Kursi mahasiswa lumayan banyak yg rusak tapi masih ada di kelas. Layar untuk proyektor jg ada beberapa yg tidak berfungsi dgn baik,FASILITAS,TINGGI
semoga kedepannya semakin baik lagi di segala bidang,LAINNYA,RENDAH
Untuk tisu di toilet terkadang masih tidak ada,FASILITAS,RENDAH
Semoga bisa mensejahtrakan mahasiswa dan dosen dengan memberikan dana yang cukup untuk unit kegiatan mahasiswanya.,AKADEMIK,RENDAH
menambah fasilitas wifi yang cukup,FASILITAS,RENDAH
menetapkan yang sekarang,LAINNYA,RENDAH
perbanyak free wifi untuk mahasiswa,JARINGAN_IT,RENDAH
"dalam menyususn krs harap lebih memperhatikan sisiwa yang di Stikom Abiansemal dimana krs yang diambil sudah ditetapkan dan disamaratakan dengan mahasiswa stikom abiansmal yang lainnya sehingga tidak dapat memilih mata kuliah sesuai keingginan. Kemudian akses pada penyusunan krs juga bermasalah, padalah sudah melunasi pembayaran tetapi di sistem belum bisa diakses sudah lapor ke bagian keuangan prosesnya lama.",AKADEMIK,RENDAH
